ID,VL_FATU,VL_SLDO,DT_ABRT,DS_CNAE,DT_REFE,IDADE_EMPRESA,VL_PAGAMENTOS,QT_PAGAMENTOS,VL_RECEBIMENTOS,QT_RECEBIMENTOS,CLUSTER,MOMENTO_VIDA,CENTRALIDADE,NIVEL_DEPENDENCIA,SCORE_RISCO,PROJECAO_RECEBIMENTO
CNPJ_01115,352884,5602,2016-10-08,Engenharia civil,2025-03-31,8.476386036960985,125477.0,24.0,3806.0,1.0,1,Pequeno Porte,0.001000111123458162,1.0,56,3806.0
CNPJ_01116,138784,9004,2020-10-16,Serviços de tecnologia da informação,2025-03-31,4.454483230663929,25919.0,18.0,17518.0,10.0,1,Pequeno Porte,0.00111123458162018,0.3402785706130837,28,6857.299999999999
CNPJ_01117,694131,1915,2018-09-03,Atividades hospitalares,2025-03-31,6.573579739904175,0.0,0.0,146.0,1.0,1,Pequeno Porte,0.00011112345816201801,1.0,57,146.0
CNPJ_01118,156878503,-4213739,2010-07-15,Atividades hospitalares,2025-03-31,14.710472279260781,33905457.0,448.0,14793979.0,152.0,3,Em Crescimento,0.023558173130347818,0.060744374451254794,51,4902807.3
CNPJ_01119,259985,-15370,2020-09-02,Comércio atacadista de bebidas,2025-03-31,4.574948665297741,744.0,3.0,0.0,0.0,1,Pequeno Porte,0.00011112345816201801,1.0,98,0.0
CNPJ_01120,14647652,742653,2018-05-12,Defesa nacional,2025-03-31,6.885694729637235,0.0,0.0,44.0,1.0,1,Pequeno Porte,0.00011112345816201801,1.0,55,44.0
CNPJ_01121,110088,-6315,2023-03-11,Comércio atacadista de medicamentos,2025-03-31,2.0561259411362083,0.0,0.0,43.0,1.0,1,Pequeno Porte,0.00011112345816201801,1.0,99,43.0
CNPJ_01122,152475,-14746,2022-01-27,Obras de infraestrutura elétrica,2025-03-31,3.1731690622861053,0.0,0.0,0.0,0.0,1,Pequeno Porte,0.0,0.0,68,0.0
CNPJ_01123,2415607,-213291,2021-01-10,Cultivo de arroz,2025-03-31,4.219028062970568,3201.0,6.0,0.0,0.0,1,Pequeno Porte,0.00022224691632403602,0.6666666666666666,98,0.0
CNPJ_01124,23052228,-2296877,2002-11-16,Obras de infraestrutura elétrica,2025-03-31,22.3709787816564,46.0,1.0,0.0,0.0,0,Consolidada,0.00011112345816201801,1.0,88,0.0
CNPJ_01125,181359,-2168,2019-06-05,Padaria e confeitaria,2025-03-31,5.820670773442847,0.0,0.0,639.0,2.0,1,Pequeno Porte,0.00022224691632403602,0.5508607198748043,97,234.0028409090909
CNPJ_01126,103909,1158,2022-08-24,Extração de minério de ferro,2025-03-31,2.6009582477754964,311539.0,24.0,135.0,1.0,1,Pequeno Porte,0.001000111123458162,1.0,59,135.0
CNPJ_01127,1845441,63227,2021-05-03,Defesa nacional,2025-03-31,3.909650924024641,9298.0,6.0,9736.0,8.0,1,Pequeno Porte,0.000666740748972108,0.5160230073952342,58,2782.1
CNPJ_01128,10789329,-433151,2017-06-15,Atividades hospitalares,2025-03-31,7.79192334017796,0.0,0.0,80.0,3.0,1,Pequeno Porte,0.00011112345816201801,1.0,95,39.699999999999996
CNPJ_01129,200759,-3112,2020-02-26,Cultivo de milho,2025-03-31,5.092402464065708,18.0,1.0,0.0,0.0,1,Pequeno Porte,0.00011112345816201801,1.0,98,0.0
CNPJ_01130,2498673,47388,2022-06-14,Construção de edifícios,2025-03-31,2.7953456536618755,226.0,1.0,0.0,0.0,1,Pequeno Porte,0.00011112345816201801,1.0,58,0.0
CNPJ_01131,1492799,-37047,2021-02-24,Televisão aberta,2025-03-31,4.095824777549623,0.0,0.0,0.0,0.0,1,Pequeno Porte,0.0,0.0,68,0.0
CNPJ_01132,18747427,-1363916,1999-01-13,Correios e entregas expressas,2025-03-31,26.21218343600274,3392.0,3.0,303.0,1.0,0,Consolidada,0.00022224691632403602,1.0,86,303.0
CNPJ_01133,2612928,-27484,2017-06-30,Correios e entregas expressas,2025-03-31,7.750855578370979,688.0,1.0,0.0,0.0,1,Pequeno Porte,0.00011112345816201801,1.0,96,0.0
CNPJ_01134,2667319,-251823,2016-10-26,Defesa nacional,2025-03-31,8.427104722792608,9686.0,6.0,57.0,1.0,1,Pequeno Porte,0.000333370374486054,1.0,96,57.0
CNPJ_01135,1737443,-36169,2015-08-27,Serviços de tecnologia da informação,2025-03-31,9.593429158110883,59.0,1.0,0.0,0.0,1,Pequeno Porte,0.00011112345816201801,1.0,95,0.0
CNPJ_01136,162762,6618,2022-06-23,Correios e entregas expressas,2025-03-31,2.7707049965776864,0.0,0.0,0.0,0.0,1,Pequeno Porte,0.0,0.0,28,0.0
CNPJ_01137,472795,-8118,2020-11-17,Atividades hospitalares,2025-03-31,4.3668720054757015,9932728.0,156.0,372346.0,6.0,1,Pequeno Porte,0.006222913657073009,0.7158422542473936,98,132417.59999999998
CNPJ_01138,178052,6002,2020-05-30,Engenharia civil,2025-03-31,4.8350444900752905,0.0,0.0,616.0,1.0,1,Pequeno Porte,0.00011112345816201801,1.0,57,616.0
CNPJ_01139,1300457,-20709,2016-05-29,Defesa nacional,2025-03-31,8.837782340862423,87.0,1.0,129.0,1.0,1,Pequeno Porte,0.00022224691632403602,1.0,96,129.0
CNPJ_01140,1905830,26361,2014-03-02,Cultivo de milho,2025-03-31,11.080082135523615,149548.0,15.0,0.0,0.0,1,Pequeno Porte,0.00055561729081009,0.26865621740177065,24,0.0
CNPJ_01141,112611585,2159800,1997-12-04,Obras de infraestrutura elétrica,2025-03-31,27.32101300479124,0.0,0.0,120.0,2.0,0,Consolidada,0.00022224691632403602,0.6,38,108.0
CNPJ_01142,173549,6028,2022-03-13,Educação superior,2025-03-31,3.049965776865161,0.0,0.0,2482.0,1.0,1,Pequeno Porte,0.00011112345816201801,1.0,58,2482.0
CNPJ_01143,15116734,1077354,2002-02-08,Produção cinematográfica,2025-03-31,23.140314852840522,4335476.0,107.0,1045256.0,23.0,0,Consolidada,0.005667296366262918,0.18361817583443674,17,333370.7
CNPJ_01144,157852595,-76098,2003-09-11,Extração de minério de ferro,2025-03-31,21.5523613963039,28051886.0,401.0,14783172.0,174.0,3,Em Crescimento,0.022780308923213692,0.05251626646838716,48,4787536.199999999
CNPJ_01145,2688647,-257952,2021-08-17,Produção de alumínio,2025-03-31,3.619438740588638,2824.0,3.0,0.0,0.0,1,Pequeno Porte,0.00011112345816201801,1.0,98,0.0
CNPJ_01146,87091,6038,2021-03-01,Produção de alumínio,2025-03-31,4.082135523613963,17.0,1.0,0.0,0.0,1,Pequeno Porte,0.00011112345816201801,1.0,58,0.0
CNPJ_01147,1608640,-151146,2022-07-21,Educação superior,2025-03-31,2.6940451745379876,317189.0,30.0,111132.0,9.0,1,Pequeno Porte,0.001444604956106234,0.48949897419285177,68,23798.8
CNPJ_01148,302798,-16414,2014-03-10,Distribuição de energia elétrica,2025-03-31,11.058179329226558,56.0,1.0,107.0,1.0,1,Pequeno Porte,0.00022224691632403602,1.0,95,107.0
CNPJ_01149,74112,5898,2020-02-29,Atividades hospitalares,2025-03-31,5.084188911704312,219.0,1.0,0.0,0.0,1,Pequeno Porte,0.00011112345816201801,1.0,57,0.0
CNPJ_01150,986776,-89823,2016-11-30,Seguros de vida,2025-03-31,8.331279945242985,293.0,4.0,954.0,7.0,1,Pequeno Porte,0.00055561729081009,0.6279863481228669,96,339.3
CNPJ_01151,155224,7439,2019-03-03,Comércio atacadista de calçados,2025-03-31,6.078028747433265,0.0,0.0,44.0,1.0,1,Pequeno Porte,0.00011112345816201801,1.0,57,44.0
CNPJ_01152,13467956,603437,2020-04-14,Hotéis e pousadas,2025-03-31,4.960985626283367,27430796.0,379.0,16983937.0,152.0,3,Em Crescimento,0.02122458050894544,0.05615765060833657,26,5091144.4
CNPJ_01153,381610,14770,2019-03-29,Comércio atacadista de medicamentos,2025-03-31,6.006844626967831,824.0,3.0,372.0,3.0,1,Pequeno Porte,0.00022224691632403602,1.0,57,151.0
CNPJ_01154,1995320,195025,2017-12-27,Geração de energia elétrica,2025-03-31,7.258042436687201,12386.0,3.0,0.0,0.0,1,Pequeno Porte,0.00011112345816201801,1.0,56,0.0
CNPJ_01155,2728127,-269088,2020-08-16,Comércio atacadista de tecidos,2025-03-31,4.621492128678987,11976420.0,197.0,10522528.0,139.0,3,Em Crescimento,0.013334814979442161,0.06033881577299393,67,3613691.5999999996
CNPJ_01156,203720,-16536,2022-01-08,Engenharia civil,2025-03-31,3.2251882272416155,611892.0,37.0,0.0,0.0,1,Pequeno Porte,0.001444604956106234,0.18974426859641896,68,0.0
CNPJ_01157,1168453,-101751,2020-01-06,Seguros de vida,2025-03-31,5.232032854209446,108.0,1.0,0.0,0.0,1,Pequeno Porte,0.00011112345816201801,1.0,97,0.0
CNPJ_01158,65439735,607452,1995-09-17,Televisão por assinatura,2025-03-31,29.53593429158111,0.0,0.0,1076.0,1.0,0,Consolidada,0.00011112345816201801,1.0,41,1076.0
CNPJ_01159,140611,-14108,2019-05-07,Comércio atacadista de tecidos,2025-03-31,5.900068446269678,7305.0,3.0,0.0,0.0,1,Pequeno Porte,0.00011112345816201801,1.0,97,0.0
CNPJ_01160,18778071,782109,2008-08-23,Produção cinematográfica,2025-03-31,16.602327173169062,310105.0,30.0,226700.0,26.0,0,Consolidada,0.0024447160795643963,0.21214380238200264,20,65849.3
CNPJ_01161,187009,-12929,2021-02-20,Cultivo de soja,2025-03-31,4.1067761806981515,135.0,1.0,0.0,0.0,1,Pequeno Porte,0.00011112345816201801,1.0,98,0.0
CNPJ_01162,116889,7165,2021-07-06,Comércio atacadista de tecidos,2025-03-31,3.7344284736481863,4076.0,3.0,2247.0,2.0,1,Pequeno Porte,0.000333370374486054,1.0,58,2247.0
CNPJ_01163,140259716,-5737034,2010-01-11,Construção de barragens,2025-03-31,15.21697467488022,0.0,0.0,0.0,0.0,2,Grande Porte,0.0,0.0,52,0.0
CNPJ_01164,2080883,-99578,2015-06-12,Restaurantes e similares,2025-03-31,9.801505817932922,13833.0,9.0,3270.0,4.0,1,Pequeno Porte,0.00055561729081009,0.7914373088685015,95,1755.6
CNPJ_01165,246731,10760,2022-07-24,Planos de saúde,2025-03-31,2.6858316221765914,265.0,6.0,0.0,0.0,1,Pequeno Porte,0.00022224691632403602,0.5283018867924528,59,0.0
CNPJ_01166,1987301,129564,2022-07-26,Extração de minério de ferro,2025-03-31,2.6803559206023273,430.0,1.0,0.0,0.0,1,Pequeno Porte,0.00011112345816201801,1.0,58,0.0
CNPJ_01167,2481198,206882,2020-10-08,Televisão aberta,2025-03-31,4.476386036960986,1230680.0,73.0,0.0,0.0,1,Pequeno Porte,0.0027780864540504504,0.07357720934767771,27,0.0
CNPJ_01168,22281928,-828659,2019-06-02,Produção de ferro-gusa,2025-03-31,5.8288843258042435,8878325.0,175.0,299229.0,6.0,1,Pequeno Porte,0.0065562840315590626,0.621948407407036,96,96511.5
CNPJ_01169,103511,2483,2020-10-08,Administração pública,2025-03-31,4.476386036960986,9453.0,6.0,16832.0,8.0,1,Pequeno Porte,0.000666740748972108,0.6389505976938538,58,7671.4
CNPJ_01170,63911,6267,2022-02-07,Produção de ferro-gusa,2025-03-31,3.143052703627652,313067.0,33.0,0.0,0.0,1,Pequeno Porte,0.0012223580397821981,0.1734612718683221,28,0.0
CNPJ_01171,146924,16886,2021-08-25,Hotéis e pousadas,2025-03-31,3.597535934291581,2227.0,3.0,3505.0,4.0,1,Pequeno Porte,0.000333370374486054,1.0,58,1270.3999999999999
CNPJ_01172,1327288,187398,2021-05-03,Hotéis e pousadas,2025-03-31,3.909650924024641,0.0,0.0,177.0,1.0,1,Pequeno Porte,0.00011112345816201801,1.0,58,177.0
CNPJ_01173,2148957,23054,2016-10-01,Padaria e confeitaria,2025-03-31,8.49555099247091,6118281.0,144.0,0.0,0.0,1,Pequeno Porte,0.005333925991776864,0.05887192824258971,25,0.0
CNPJ_01174,1217414,-7127,2019-07-19,Atividades de bancos múltiplos,2025-03-31,5.700205338809035,5305.0,9.0,2187.0,4.0,1,Pequeno Porte,0.00055561729081009,0.691358024691358,97,893.3
CNPJ_01175,116704,11372,2019-02-09,Cultivo de milho,2025-03-31,6.138261464750171,71592.0,9.0,0.0,0.0,1,Pequeno Porte,0.000333370374486054,0.48874175885573806,27,0.0
CNPJ_01176,1219807,51893,2015-12-06,Produção de alumínio,2025-03-31,9.316906228610542,27016590.0,381.0,20951.0,3.0,3,Em Crescimento,0.014001555728414269,1.0,55,5884.299999999999
CNPJ_01177,2697876,-78728,2021-07-10,Geração de energia elétrica,2025-03-31,3.7234770704996576,0.0,0.0,0.0,0.0,1,Pequeno Porte,0.0,0.0,68,0.0
CNPJ_01178,1075371,-30731,2016-08-12,Construção de edifícios,2025-03-31,8.632443531827516,0.0,0.0,0.0,0.0,1,Pequeno Porte,0.0,0.0,66,0.0
CNPJ_01179,2361939,-10223,2022-09-13,Extração de petróleo e gás natural,2025-03-31,2.546201232032854,1227.0,3.0,0.0,0.0,1,Pequeno Porte,0.00011112345816201801,1.0,99,0.0
CNPJ_01180,1005955,-52284,2021-08-25,Saneamento básico,2025-03-31,3.597535934291581,393.0,3.0,243.0,3.0,1,Pequeno Porte,0.00022224691632403602,1.0,98,99.5
CNPJ_01181,1683672,78006,2020-02-22,Restaurantes e similares,2025-03-31,5.103353867214237,84.0,1.0,0.0,0.0,1,Pequeno Porte,0.00011112345816201801,1.0,57,0.0
CNPJ_01182,225575,-17894,2022-10-29,Distribuição de energia elétrica,2025-03-31,2.4202600958247777,0.0,0.0,0.0,0.0,1,Pequeno Porte,0.0,0.0,69,0.0
CNPJ_01183,1959656,66981,2014-06-13,Consultoria empresarial,2025-03-31,10.798083504449007,24326960.0,259.0,16953142.0,168.0,3,Em Crescimento,0.0178908767640849,0.04872359353800021,24,4430620.3
CNPJ_01184,1524778,22254,2016-12-13,Transporte rodoviário de carga,2025-03-31,8.295687885010267,1368905.0,69.0,632995.0,27.0,1,Pequeno Porte,0.004000444493832648,0.14041817075964266,26,157217.4
CNPJ_01185,688000,-38048,2019-02-02,Planos de saúde,2025-03-31,6.157426420260096,18957.0,9.0,7922.0,1.0,1,Pequeno Porte,0.00044449383264807203,1.0,97,7922.0
CNPJ_01186,1922321,53894,2014-04-05,Fabricação de automóveis,2025-03-31,10.986995208761122,3223.0,9.0,997.0,3.0,1,Pequeno Porte,0.00044449383264807203,1.0,54,365.5
CNPJ_01187,1509300,-75388,2017-02-17,Extração de minério de ferro,2025-03-31,8.114989733059549,0.0,0.0,0.0,0.0,1,Pequeno Porte,0.0,0.0,66,0.0
CNPJ_01188,64523,-2963,2021-07-14,Armazenamento geral,2025-03-31,3.7125256673511293,1685.0,3.0,0.0,0.0,1,Pequeno Porte,0.00011112345816201801,1.0,98,0.0
CNPJ_01189,142297,-2988,2021-05-26,Distribuição de energia elétrica,2025-03-31,3.8466803559206024,0.0,0.0,37.0,1.0,1,Pequeno Porte,0.00011112345816201801,1.0,98,37.0
CNPJ_01190,117019,-2124,2019-10-18,Fabricação de produtos químicos,2025-03-31,5.451060917180014,14112.0,6.0,0.0,0.0,1,Pequeno Porte,0.00022224691632403602,0.6614229024943311,97,0.0
CNPJ_01191,2156225,151629,2016-03-26,Comércio varejista de alimentos,2025-03-31,9.013004791238878,9019.0,3.0,0.0,0.0,1,Pequeno Porte,0.00011112345816201801,1.0,55,0.0
CNPJ_01192,54522,-1619,2020-06-04,Fabricação de móveis,2025-03-31,4.82135523613963,589.0,1.0,0.0,0.0,1,Pequeno Porte,0.00011112345816201801,1.0,98,0.0
CNPJ_01193,2304854,147407,2019-12-22,Fabricação de móveis,2025-03-31,5.2731006160164275,1310.0,3.0,0.0,0.0,1,Pequeno Porte,0.00011112345816201801,1.0,57,0.0
CNPJ_01194,2800067,-202590,2018-10-08,Produção de ferro-gusa,2025-03-31,6.477754962354552,0.0,0.0,178.0,1.0,1,Pequeno Porte,0.00011112345816201801,1.0,97,178.0
CNPJ_01195,81198,4874,2023-06-14,Produção de alumínio,2025-03-31,1.7960301163586585,3169.0,4.0,0.0,0.0,1,Pequeno Porte,0.00022224691632403602,0.8153991795519091,59,0.0
CNPJ_01196,298787,-13971,2019-04-03,Distribuição de energia elétrica,2025-03-31,5.993155373032169,5658.0,6.0,4021.0,3.0,1,Pequeno Porte,0.000333370374486054,1.0,97,1107.1999999999998
CNPJ_01197,2116000,12633,2018-02-01,Administração pública,2025-03-31,7.1594798083504445,0.0,0.0,357.0,1.0,1,Pequeno Porte,0.00011112345816201801,1.0,56,357.0
CNPJ_01198,1138752,-109831,2021-04-27,Comércio atacadista de alimentos,2025-03-31,3.9260780287474333,10052700.0,154.0,6066797.0,86.0,3,Em Crescimento,0.009667740860095567,0.07274316249579474,68,2043640.1
CNPJ_01199,86534871,-2582902,2003-02-13,Fabricação de automóveis,2025-03-31,22.127310061601644,482.0,3.0,223.0,3.0,0,Consolidada,0.00022224691632403602,1.0,83,74.3
CNPJ_01200,22670797,-1071345,2017-08-01,Extração de petróleo e gás natural,2025-03-31,7.663244353182751,6965.0,6.0,687.0,2.0,1,Pequeno Porte,0.00044449383264807203,0.6404657933042213,95,138.65681818181818
CNPJ_01201,608925,-22374,2018-05-05,Produção de alumínio,2025-03-31,6.9048596851471595,32676.0,6.0,11281.0,3.0,1,Pequeno Porte,0.000333370374486054,1.0,97,5833.799999999999
CNPJ_01202,2447539,-85222,2016-04-05,Engenharia civil,2025-03-31,8.985626283367557,0.0,0.0,99.0,1.0,1,Pequeno Porte,0.00011112345816201801,1.0,96,99.0
CNPJ_01203,2245447,82527,2021-03-21,Cultivo de milho,2025-03-31,4.027378507871321,4046.0,6.0,5335.0,6.0,1,Pequeno Porte,0.00044449383264807203,0.6094908551655956,58,2049.2999999999997
CNPJ_01204,3705541,124272,2020-10-15,Construção de edifícios,2025-03-31,4.457221081451061,625.0,1.0,0.0,0.0,1,Pequeno Porte,0.00011112345816201801,1.0,57,0.0
CNPJ_01205,221686,19665,2020-03-05,Televisão por assinatura,2025-03-31,5.070499657768652,1941.0,1.0,0.0,0.0,1,Pequeno Porte,0.00011112345816201801,1.0,57,0.0
CNPJ_01206,8682056,-80961,2005-04-23,Atividades de bancos múltiplos,2025-03-31,19.93702943189596,0.0,0.0,24.0,1.0,0,Consolidada,0.00011112345816201801,1.0,90,24.0
CNPJ_01207,15140590,723912,2019-03-27,Obras de infraestrutura elétrica,2025-03-31,6.012320328542095,10486007.0,205.0,0.0,0.0,1,Pequeno Porte,0.007556395155017224,0.04013195871412254,26,0.0
CNPJ_01208,258376,-9610,2020-06-11,Fabricação de produtos químicos,2025-03-31,4.802190280629706,0.0,0.0,26.0,1.0,1,Pequeno Porte,0.00011112345816201801,1.0,98,26.0
CNPJ_01209,627683,52755,2017-09-22,Seguros de vida,2025-03-31,7.520876112251882,875.0,3.0,0.0,0.0,1,Pequeno Porte,0.00011112345816201801,1.0,56,0.0
CNPJ_01210,1417646,-15772,2019-12-26,Fabricação de produtos químicos,2025-03-31,5.262149212867898,4945.0,6.0,5696.0,6.0,1,Pequeno Porte,0.00044449383264807203,0.6097067745197169,97,1971.5
CNPJ_01211,934123,12108,2017-02-28,Comércio atacadista de calçados,2025-03-31,8.084873374401095,892.0,3.0,2007.0,1.0,1,Pequeno Porte,0.00022224691632403602,1.0,56,2007.0
CNPJ_01212,1305233,34137,2016-01-17,Extração de minério de ferro,2025-03-31,9.201916495550993,0.0,0.0,0.0,0.0,1,Pequeno Porte,0.0,0.0,25,0.0
CNPJ_01213,361986,-16015,2016-04-09,Comércio varejista de alimentos,2025-03-31,8.974674880219029,0.0,0.0,11365.0,6.0,1,Pequeno Porte,0.00022224691632403602,0.6453145622525297,96,4570.9
CNPJ_01214,564372,-10825,2022-04-09,Serviços de tecnologia da informação,2025-03-31,2.976043805612594,8245.0,3.0,43367.0,9.0,1,Pequeno Porte,0.00044449383264807203,1.0,99,16271.499999999998
CNPJ_01215,1470648,-109062,2017-08-22,Obras de infraestrutura elétrica,2025-03-31,7.605749486652978,427.0,1.0,0.0,0.0,1,Pequeno Porte,0.00011112345816201801,1.0,96,0.0
CNPJ_01216,228186,-7943,2022-12-17,Defesa nacional,2025-03-31,2.2861054072553046,24403628.0,297.0,21083802.0,233.0,3,Em Crescimento,0.02178019779975553,0.04040680139189317,69,6774578.999999999
CNPJ_01217,2863938,141255,2017-01-12,Produção de ferro-gusa,2025-03-31,8.213552361396303,0.0,0.0,4862.0,1.0,1,Pequeno Porte,0.00011112345816201801,1.0,56,4862.0
CNPJ_01218,94600,2127,2023-11-03,Extração de minério de ferro,2025-03-31,1.4072553045859,40310160.0,441.0,7264948.0,97.0,3,Em Crescimento,0.020002222469163243,0.08667123288425464,29,3176885.4
CNPJ_01219,1511760,53971,2022-01-19,Produção de ferro-gusa,2025-03-31,3.1950718685831623,7370.0,3.0,32268.0,10.0,1,Pequeno Porte,0.00055561729081009,1.0,58,11452.4
CNPJ_01220,1395487,-5890,2022-01-04,Hotéis e pousadas,2025-03-31,3.2361396303901437,13229.0,7.0,0.0,0.0,1,Pequeno Porte,0.000333370374486054,0.5044976944591428,98,0.0
CNPJ_01221,2157082,8118,2016-03-25,Cultivo de trigo,2025-03-31,9.015742642026009,10648414.0,200.0,3975099.0,63.0,3,Em Crescimento,0.010667851983553729,0.0998762546542866,25,1321260.0
CNPJ_01222,2251176,121194,2015-03-02,Administração pública,2025-03-31,10.080766598220396,5808.0,6.0,0.0,0.0,1,Pequeno Porte,0.00022224691632403602,0.6060606060606061,55,0.0
CNPJ_01223,123055,593,2022-10-03,Produção de alumínio,2025-03-31,2.4914442162902124,47.0,1.0,0.0,0.0,1,Pequeno Porte,0.00011112345816201801,1.0,59,0.0
CNPJ_01224,275944,-13211,2020-10-17,Cultivo de soja,2025-03-31,4.4517453798767965,239.0,2.0,11724.0,10.0,1,Pequeno Porte,0.000666740748972108,0.7782426778242678,98,3237.4
CNPJ_01225,72533,8461,2021-10-23,Consultoria empresarial,2025-03-31,3.436002737850787,13288.0,6.0,3515.0,3.0,1,Pequeno Porte,0.000333370374486054,1.0,58,540.1999999999999
CNPJ_01226,79290103,-4295434,2010-10-12,Serviços de tecnologia da informação,2025-03-31,14.466803559206022,441502.0,33.0,361212.0,21.0,2,Grande Porte,0.00222246916324036,0.18253546393807515,57,120226.29999999999
CNPJ_01227,2247413,-138819,2021-06-23,Comércio atacadista de calçados,2025-03-31,3.7700205338809036,14224.0,12.0,620.0,1.0,1,Pequeno Porte,0.00055561729081009,1.0,98,620.0
CNPJ_01228,3182972,-80551,2010-12-29,Fabricação de produtos químicos,2025-03-31,14.25325119780972,2881.0,6.0,2146.0,3.0,1,Pequeno Porte,0.000333370374486054,1.0,93,753.0
CNPJ_01229,8074506,-271717,2002-04-05,Extração de petróleo e gás natural,2025-03-31,22.986995208761122,20543.0,12.0,11535.0,3.0,0,Consolidada,0.0007778642071341261,0.4692674469007369,58,180.072291523426
CNPJ_01230,296185,23645,2022-04-15,Armazenamento geral,2025-03-31,2.9596167008898013,1078817.0,63.0,155174.0,6.0,1,Pequeno Porte,0.0027780864540504504,0.6644154304200446,58,59936.799999999996
CNPJ_01231,2006918,-127243,2022-11-29,Seguros de vida,2025-03-31,2.3353867214236823,0.0,0.0,8707.0,9.0,1,Pequeno Porte,0.000333370374486054,0.3602848282990697,69,2834.6
CNPJ_01232,14905524,-1438866,2008-01-22,Armazenamento geral,2025-03-31,17.188227241615333,87844.0,13.0,251647.0,23.0,1,Pequeno Porte,0.0015557284142682522,0.26215791630617913,60,68305.79999999999
CNPJ_01233,816676,78375,2016-12-11,Extração de petróleo e gás natural,2025-03-31,8.301163586584531,28409.0,12.0,5415.0,1.0,1,Pequeno Porte,0.00055561729081009,1.0,56,5415.0
CNPJ_01234,117230408,-1104012,2004-09-15,Saneamento básico,2025-03-31,20.539356605065024,13098.0,9.0,0.0,0.0,0,Consolidada,0.000333370374486054,0.39693082913421895,51,0.0
CNPJ_01235,234285,-3784,2022-04-20,Fabricação de papel,2025-03-31,2.945927446954141,26295207.0,348.0,30632912.0,306.0,3,Em Crescimento,0.027003000333370376,0.031352063427727665,68,9624153.0
CNPJ_01236,2421063,-123884,2015-06-06,Consultoria empresarial,2025-03-31,9.817932922655714,6223.0,3.0,0.0,0.0,1,Pequeno Porte,0.00011112345816201801,1.0,95,0.0
CNPJ_01237,67706,5999,2021-11-08,Padaria e confeitaria,2025-03-31,3.3921971252566734,70447.0,12.0,44057.0,7.0,1,Pequeno Porte,0.0007778642071341261,0.44483283019724446,28,23949.6
CNPJ_01238,40416484,-2531687,1994-06-28,Comércio atacadista de tecidos,2025-03-31,30.757015742642025,3837.0,9.0,17.0,1.0,0,Consolidada,0.00044449383264807203,1.0,82,17.0
CNPJ_01239,1346978,19877,2015-04-20,Produção cinematográfica,2025-03-31,9.946611909650924,79.0,3.0,65.0,2.0,1,Pequeno Porte,0.000333370374486054,1.0,55,64.0
CNPJ_01240,237305,14963,2022-12-17,Atividades de bancos múltiplos,2025-03-31,2.2861054072553046,47.0,1.0,0.0,0.0,1,Pequeno Porte,0.00011112345816201801,1.0,59,0.0
CNPJ_01241,247556,-569,2021-02-04,Comércio atacadista de bebidas,2025-03-31,4.1505817932922655,121.0,3.0,0.0,0.0,1,Pequeno Porte,0.00011112345816201801,1.0,98,0.0
CNPJ_01242,1026541,-27424,2014-11-02,Transporte rodoviário de carga,2025-03-31,10.40930869267625,0.0,0.0,0.0,0.0,1,Pequeno Porte,0.0,0.0,65,0.0
CNPJ_01243,144989,3848,2022-09-21,Distribuição de energia elétrica,2025-03-31,2.524298425735797,57.0,1.0,0.0,0.0,1,Pequeno Porte,0.00011112345816201801,1.0,59,0.0
CNPJ_01244,279809,11524,2022-03-04,Consultoria empresarial,2025-03-31,3.07460643394935,199.0,3.0,0.0,0.0,1,Pequeno Porte,0.00011112345816201801,1.0,58,0.0
CNPJ_01245,155938,1877,2021-03-16,Comércio atacadista de medicamentos,2025-03-31,4.041067761806982,1309.0,6.0,750.0,1.0,1,Pequeno Porte,0.000333370374486054,1.0,58,750.0
CNPJ_01246,24573321,-875262,2017-12-24,Produção de ferro-gusa,2025-03-31,7.266255989048597,632502.0,39.0,34901.0,8.0,1,Pequeno Porte,0.001889098788754306,0.4983238302627432,65,17411.8
CNPJ_01247,18902568,1857346,2013-01-10,Fabricação de papel,2025-03-31,12.219028062970569,5745.0,3.0,6480.0,6.0,1,Pequeno Porte,0.000333370374486054,1.0,53,2023.5
CNPJ_01248,1804135,-158192,2016-05-28,Defesa nacional,2025-03-31,8.840520191649555,5251932.0,140.0,1015489.0,32.0,1,Pequeno Porte,0.006334037115235026,0.2938850150026244,65,462647.1
CNPJ_01249,292256,-24970,2022-09-26,Hotéis e pousadas,2025-03-31,2.510609171800137,0.0,0.0,6511.0,4.0,1,Pequeno Porte,0.00022224691632403602,0.6925203501766242,99,2091.3999999999996
CNPJ_01250,99165398,-7732473,2014-09-21,Atividades hospitalares,2025-03-31,10.524298425735797,2536464.0,72.0,2505.0,3.0,2,Grande Porte,0.0027780864540504504,1.0,87,681.0999999999999
CNPJ_01251,2683603,324729,2014-05-28,Seguros de vida,2025-03-31,10.841889117043122,11777434.0,194.0,16284879.0,222.0,3,Em Crescimento,0.017557506389598847,0.062124993375756735,24,5793144.299999999
CNPJ_01252,55137,2285,2021-09-28,Extração de petróleo e gás natural,2025-03-31,3.5044490075290895,29153.0,9.0,2481.0,2.0,1,Pequeno Porte,0.00055561729081009,0.8919790407093914,58,32.455490284681424
CNPJ_01253,1123863,-165856,2018-10-26,Construção de rodovias,2025-03-31,6.4284736481861735,13801.0,16.0,830.0,1.0,1,Pequeno Porte,0.0007778642071341261,1.0,97,830.0
