ID_PGTO;ID_RCBE;VL;DS_TRAN;DT_REFE;
CNPJ_02753;CNPJ_02863;970;PIX;2025-04-24;
CNPJ_08319;CNPJ_02863;577;PIX;2025-05-16;
CNPJ_00264;CNPJ_08671;37;PIX;2025-03-15;
CNPJ_00264;CNPJ_00718;65;PIX;2025-05-10;
CNPJ_03103;CNPJ_01871;25;PIX;2025-03-29;
CNPJ_01871;CNPJ_06955;146;PIX;2025-04-23;
CNPJ_01871;CNPJ_06544;96;PIX;2025-05-10;
CNPJ_01802;CNPJ_03449;47;PIX;2025-03-24;
CNPJ_09916;CNPJ_01802;54;PIX;2025-05-19;
CNPJ_07270;CNPJ_03659;193;BOLETO;2025-03-14;
CNPJ_08574;CNPJ_00375;9254;PIX;2025-03-17;
CNPJ_01503;CNPJ_00375;36926;PIX;2025-05-28;
CNPJ_02076;CNPJ_01665;1062;PIX;2025-04-13;
CNPJ_01665;CNPJ_00384;617;PIX;2025-05-06;
CNPJ_00822;CNPJ_04253;48849;PIX;2025-04-26;
CNPJ_02164;CNPJ_02099;1292;PIX;2025-04-13;
CNPJ_02164;CNPJ_08970;1192;BOLETO;2025-05-01;
CNPJ_00091;CNPJ_09778;1093;TED;2025-04-18;
CNPJ_09778;CNPJ_01319;1986;PIX;2025-05-20;
CNPJ_04544;CNPJ_05180;74;PIX;2025-05-27;
CNPJ_06392;CNPJ_09848;424;PIX;2025-03-18;
CNPJ_00153;CNPJ_06392;422;SISTEMICO;2025-05-28;
CNPJ_08730;CNPJ_04371;133;PIX;2025-03-10;
CNPJ_00075;CNPJ_03017;8389;BOLETO;2025-04-24;
CNPJ_00131;CNPJ_02483;406;TED;2025-03-06;
CNPJ_00131;CNPJ_01956;709;SISTEMICO;2025-04-25;
CNPJ_00131;CNPJ_09433;531;PIX;2025-05-20;
CNPJ_02751;CNPJ_05272;2541;SISTEMICO;2025-05-19;
CNPJ_09426;CNPJ_07161;42;PIX;2025-03-04;
CNPJ_08239;CNPJ_07161;91;PIX;2025-05-24;
CNPJ_01485;CNPJ_00521;109;TED;2025-03-05;
CNPJ_09643;CNPJ_02655;8363;PIX;2025-03-20;
CNPJ_04838;CNPJ_06426;4610;BOLETO;2025-05-20;
CNPJ_00826;CNPJ_06276;1044;PIX;2025-03-09;
CNPJ_00826;CNPJ_00537;1075;PIX;2025-04-24;
CNPJ_00826;CNPJ_08612;1683;PIX;2025-05-13;
CNPJ_01763;CNPJ_03230;85;PIX;2025-04-13;
CNPJ_01253;CNPJ_08224;86;PIX;2025-03-30;
CNPJ_01613;CNPJ_08224;58;PIX;2025-04-03;
CNPJ_00603;CNPJ_05550;10825;BOLETO;2025-05-10;
CNPJ_06427;CNPJ_03520;33;PIX;2025-03-29;
CNPJ_08882;CNPJ_03520;55;PIX;2025-05-23;
CNPJ_03254;CNPJ_04039;1086;PIX;2025-04-16;
CNPJ_00095;CNPJ_03882;50;PIX;2025-03-11;
CNPJ_02076;CNPJ_03882;91;PIX;2025-05-30;
CNPJ_03853;CNPJ_07797;235;PIX;2025-03-29;
CNPJ_05796;CNPJ_07797;426;PIX;2025-05-25;
CNPJ_06090;CNPJ_03443;1169;SISTEMICO;2025-05-01;
CNPJ_07631;CNPJ_04221;198;PIX;2025-05-18;
CNPJ_05374;CNPJ_01183;1772;PIX;2025-03-16;
CNPJ_08800;CNPJ_04347;955;TED;2025-04-19;
CNPJ_00717;CNPJ_09293;108;BOLETO;2025-03-04;
CNPJ_01168;CNPJ_00717;102;PIX;2025-04-24;
CNPJ_00105;CNPJ_09640;257;PIX;2025-03-27;
CNPJ_00105;CNPJ_07201;237;BOLETO;2025-04-20;
CNPJ_07981;CNPJ_07681;193;PIX;2025-03-21;
CNPJ_07981;CNPJ_09433;58;PIX;2025-05-18;
CNPJ_02330;CNPJ_07957;80;BOLETO;2025-03-14;
CNPJ_09207;CNPJ_05565;189;BOLETO;2025-05-23;
CNPJ_00502;CNPJ_04482;338;PIX;2025-03-09;
CNPJ_00502;CNPJ_00833;2055;PIX;2025-04-21;
CNPJ_01946;CNPJ_08779;19959;PIX;2025-03-25;
CNPJ_01840;CNPJ_08779;19400;PIX;2025-04-19;
CNPJ_01929;CNPJ_08779;10201;BOLETO;2025-05-28;
CNPJ_02166;CNPJ_03144;159;PIX;2025-04-20;
CNPJ_01957;CNPJ_05305;19219;BOLETO;2025-04-16;
CNPJ_02816;CNPJ_05664;507;PIX;2025-04-23;
CNPJ_00275;CNPJ_07780;1561;BOLETO;2025-04-19;
CNPJ_04444;CNPJ_03823;1491;PIX;2025-04-06;
CNPJ_02575;CNPJ_03823;1418;PIX;2025-05-04;
CNPJ_04252;CNPJ_07729;885;SISTEMICO;2025-03-29;
CNPJ_04252;CNPJ_09978;1181;BOLETO;2025-05-03;
CNPJ_00728;CNPJ_03461;163;PIX;2025-03-22;
CNPJ_00728;CNPJ_02707;173;PIX;2025-04-17;
CNPJ_02484;CNPJ_07257;52;TED;2025-03-28;
CNPJ_02484;CNPJ_04678;96;PIX;2025-05-01;
CNPJ_05495;CNPJ_05470;27122;PIX;2025-05-20;
CNPJ_00191;CNPJ_05991;453;PIX;2025-04-19;
CNPJ_04935;CNPJ_03074;2632;PIX;2025-03-13;
CNPJ_02276;CNPJ_03074;2858;PIX;2025-04-04;
CNPJ_03219;CNPJ_02220;603;PIX;2025-04-14;
CNPJ_05854;CNPJ_08263;75;PIX;2025-03-11;
CNPJ_05854;CNPJ_07384;100;PIX;2025-04-05;
CNPJ_05854;CNPJ_09408;219;TED;2025-05-06;
CNPJ_02320;CNPJ_03923;683;TED;2025-03-12;
CNPJ_04262;CNPJ_09923;69;SISTEMICO;2025-03-11;
CNPJ_03535;CNPJ_09923;100;PIX;2025-04-01;
CNPJ_02035;CNPJ_09923;92;PIX;2025-05-19;
CNPJ_01294;CNPJ_06541;3697;PIX;2025-04-22;
CNPJ_03806;CNPJ_05247;2090;PIX;2025-04-28;
CNPJ_05316;CNPJ_03806;1578;PIX;2025-05-13;
CNPJ_09176;CNPJ_00107;107;TED;2025-03-05;
CNPJ_00107;CNPJ_05403;28;PIX;2025-05-14;
CNPJ_01948;CNPJ_01983;1687;PIX;2025-03-01;
CNPJ_08239;CNPJ_01983;944;PIX;2025-04-16;
CNPJ_02658;CNPJ_08469;93;PIX;2025-03-17;
CNPJ_08469;CNPJ_09217;62;PIX;2025-05-02;
CNPJ_02110;CNPJ_01014;737;BOLETO;2025-05-02;
CNPJ_07099;CNPJ_07642;3043;TED;2025-04-30;
CNPJ_02725;CNPJ_06480;53557;PIX;2025-05-23;
CNPJ_01984;CNPJ_05586;148;PIX;2025-03-12;
CNPJ_01289;CNPJ_05586;200;PIX;2025-05-02;
CNPJ_02054;CNPJ_09118;87;TED;2025-05-20;
CNPJ_01198;CNPJ_04357;106;PIX;2025-05-02;
CNPJ_01245;CNPJ_07201;230;PIX;2025-03-30;
CNPJ_01245;CNPJ_05963;337;PIX;2025-04-06;
CNPJ_01047;CNPJ_02984;110;PIX;2025-04-13;
CNPJ_03316;CNPJ_09071;82;PIX;2025-04-09;
CNPJ_02434;CNPJ_05589;54;PIX;2025-04-13;
CNPJ_02836;CNPJ_03048;397;PIX;2025-05-23;
CNPJ_00678;CNPJ_05701;55;PIX;2025-04-22;
CNPJ_04207;CNPJ_04434;54;PIX;2025-03-30;
CNPJ_01218;CNPJ_07334;242;PIX;2025-04-23;
CNPJ_08704;CNPJ_01289;1201;BOLETO;2025-05-24;
CNPJ_02983;CNPJ_02839;241;PIX;2025-05-28;
CNPJ_00256;CNPJ_08067;128;SISTEMICO;2025-03-29;
CNPJ_04208;CNPJ_00256;1214;PIX;2025-04-07;
CNPJ_00820;CNPJ_08900;19579;PIX;2025-03-31;
CNPJ_02038;CNPJ_01517;103;PIX;2025-05-28;
CNPJ_04863;CNPJ_09803;160;PIX;2025-03-07;
CNPJ_00258;CNPJ_04863;195;PIX;2025-04-15;
CNPJ_02709;CNPJ_08864;78;PIX;2025-03-19;
CNPJ_06984;CNPJ_06243;2210;TED;2025-03-03;
CNPJ_02213;CNPJ_05376;83;BOLETO;2025-04-02;
CNPJ_01538;CNPJ_06294;103;PIX;2025-03-25;
CNPJ_01538;CNPJ_07914;142;PIX;2025-04-10;
CNPJ_00450;CNPJ_01538;71;PIX;2025-05-09;
CNPJ_06157;CNPJ_07966;845;PIX;2025-03-10;
CNPJ_01118;CNPJ_06157;47670;PIX;2025-04-22;
CNPJ_06157;CNPJ_06267;16881;TED;2025-05-31;
CNPJ_04894;CNPJ_02582;333;PIX;2025-05-18;
CNPJ_02562;CNPJ_07311;884;PIX;2025-05-20;
CNPJ_01531;CNPJ_06310;14602;PIX;2025-03-27;
CNPJ_00833;CNPJ_06310;6061;BOLETO;2025-04-13;
CNPJ_02451;CNPJ_06310;35211;BOLETO;2025-05-28;
CNPJ_04822;CNPJ_03958;87481;BOLETO;2025-04-24;
CNPJ_06213;CNPJ_02502;399;PIX;2025-03-09;
CNPJ_02035;CNPJ_02502;152;PIX;2025-04-11;
CNPJ_05781;CNPJ_02502;167;PIX;2025-05-11;
CNPJ_00464;CNPJ_07055;16;SISTEMICO;2025-04-19;
CNPJ_00279;CNPJ_06328;6296;PIX;2025-04-27;
CNPJ_05277;CNPJ_08541;1248;BOLETO;2025-03-01;
CNPJ_03295;CNPJ_03073;1498;PIX;2025-03-16;
CNPJ_08692;CNPJ_03073;901;TED;2025-04-04;
CNPJ_00091;CNPJ_03073;568;PIX;2025-05-23;
CNPJ_08050;CNPJ_08643;107;PIX;2025-04-08;
CNPJ_01207;CNPJ_04436;10538;SISTEMICO;2025-04-21;
CNPJ_02548;CNPJ_03732;17576;PIX;2025-04-29;
CNPJ_00849;CNPJ_09089;499;PIX;2025-03-20;
CNPJ_00849;CNPJ_04793;288;PIX;2025-04-26;
CNPJ_01155;CNPJ_00568;1123;BOLETO;2025-03-28;
CNPJ_04444;CNPJ_00568;739;PIX;2025-04-23;
CNPJ_00568;CNPJ_04795;141;PIX;2025-05-26;
CNPJ_00258;CNPJ_01482;39;TED;2025-03-29;
CNPJ_01482;CNPJ_09671;56;PIX;2025-04-18;
CNPJ_01482;CNPJ_01926;36;BOLETO;2025-05-20;
CNPJ_09741;CNPJ_08487;4530;PIX;2025-05-20;
CNPJ_01869;CNPJ_04578;257;PIX;2025-04-03;
CNPJ_03035;CNPJ_04578;809;BOLETO;2025-05-26;
CNPJ_01195;CNPJ_02550;1402;PIX;2025-04-27;
CNPJ_00122;CNPJ_05563;53729;PIX;2025-03-03;
CNPJ_01173;CNPJ_00122;18558;PIX;2025-04-18;
CNPJ_02130;CNPJ_07722;106;PIX;2025-03-29;
CNPJ_07722;CNPJ_09546;31;SISTEMICO;2025-05-06;
CNPJ_02005;CNPJ_05308;2077;PIX;2025-05-09;
CNPJ_02101;CNPJ_03424;72;TED;2025-04-08;
CNPJ_02101;CNPJ_00922;211;PIX;2025-05-29;
CNPJ_01757;CNPJ_01251;13018;PIX;2025-03-20;
CNPJ_01757;CNPJ_00805;19360;PIX;2025-04-17;
CNPJ_00857;CNPJ_01634;8907;PIX;2025-03-01;
CNPJ_02676;CNPJ_06596;150;PIX;2025-04-04;
CNPJ_00762;CNPJ_06729;582;PIX;2025-04-17;
CNPJ_02152;CNPJ_04081;111;TED;2025-05-17;
CNPJ_03035;CNPJ_04596;6692;PIX;2025-05-10;
CNPJ_04370;CNPJ_02506;9250;PIX;2025-03-14;
CNPJ_01077;CNPJ_04103;253;PIX;2025-03-30;
CNPJ_01869;CNPJ_07903;14541;PIX;2025-05-14;
CNPJ_01557;CNPJ_00679;324;PIX;2025-03-30;
CNPJ_01557;CNPJ_00173;165;PIX;2025-04-09;
CNPJ_01705;CNPJ_01557;377;PIX;2025-05-24;
CNPJ_03661;CNPJ_01761;687;PIX;2025-05-07;
CNPJ_06192;CNPJ_07969;1986;PIX;2025-04-17;
CNPJ_04360;CNPJ_01216;734;SISTEMICO;2025-05-09;
CNPJ_00369;CNPJ_02387;771;PIX;2025-04-21;
CNPJ_02378;CNPJ_09413;936;BOLETO;2025-04-04;
CNPJ_09413;CNPJ_01645;1560;PIX;2025-05-20;
CNPJ_07902;CNPJ_07061;33;PIX;2025-04-15;
CNPJ_02296;CNPJ_07902;36;PIX;2025-05-06;
CNPJ_02299;CNPJ_01366;36423;BOLETO;2025-03-22;
CNPJ_01366;CNPJ_09222;1693;PIX;2025-04-20;
CNPJ_01366;CNPJ_03460;9347;BOLETO;2025-05-08;
CNPJ_00235;CNPJ_09810;6484;BOLETO;2025-04-08;
CNPJ_02392;CNPJ_09810;10472;TED;2025-05-14;
CNPJ_07765;CNPJ_05168;1229;PIX;2025-05-23;
CNPJ_02436;CNPJ_07650;25;PIX;2025-04-06;
CNPJ_02728;CNPJ_04844;56886;PIX;2025-04-06;
CNPJ_00993;CNPJ_02728;90088;PIX;2025-05-07;
CNPJ_08073;CNPJ_07473;151;PIX;2025-03-20;
CNPJ_03591;CNPJ_05702;9286;PIX;2025-03-14;
CNPJ_01464;CNPJ_03469;999;PIX;2025-03-09;
CNPJ_08215;CNPJ_01464;2216;PIX;2025-04-15;
CNPJ_01926;CNPJ_08227;84149;PIX;2025-03-26;
CNPJ_04393;CNPJ_07426;11;PIX;2025-03-07;
CNPJ_05056;CNPJ_06267;157;PIX;2025-04-24;
CNPJ_01900;CNPJ_05056;42;PIX;2025-05-10;
CNPJ_01077;CNPJ_06904;64;PIX;2025-03-16;
CNPJ_05721;CNPJ_08204;247;PIX;2025-04-25;
CNPJ_09862;CNPJ_04760;83061;BOLETO;2025-03-04;
CNPJ_07469;CNPJ_05563;32;PIX;2025-03-09;
CNPJ_00127;CNPJ_02725;411;PIX;2025-03-26;
CNPJ_00127;CNPJ_08761;510;TED;2025-05-27;
CNPJ_05550;CNPJ_00788;5331;PIX;2025-03-20;
CNPJ_00458;CNPJ_00788;4091;PIX;2025-04-13;
CNPJ_00788;CNPJ_02550;5386;TED;2025-05-22;
CNPJ_01548;CNPJ_05993;1926;TED;2025-04-30;
CNPJ_02688;CNPJ_08211;396;PIX;2025-03-18;
CNPJ_02688;CNPJ_06512;892;SISTEMICO;2025-04-20;
CNPJ_05435;CNPJ_02688;547;PIX;2025-05-16;
CNPJ_00716;CNPJ_05552;4423;SISTEMICO;2025-03-11;
CNPJ_00716;CNPJ_01609;8349;BOLETO;2025-04-24;
CNPJ_00358;CNPJ_03385;1123;PIX;2025-03-07;
CNPJ_00358;CNPJ_00122;769;PIX;2025-04-27;
CNPJ_04763;CNPJ_07585;383;PIX;2025-03-03;
CNPJ_04763;CNPJ_02603;87;PIX;2025-04-30;
CNPJ_00194;CNPJ_02136;94;TED;2025-03-16;
CNPJ_02136;CNPJ_07894;78;PIX;2025-05-10;
CNPJ_00414;CNPJ_06016;555;PIX;2025-03-16;
CNPJ_02851;CNPJ_06016;488;PIX;2025-04-07;
CNPJ_05257;CNPJ_01893;165;TED;2025-04-10;
CNPJ_04635;CNPJ_01929;2300;PIX;2025-05-03;
CNPJ_07002;CNPJ_08702;1265;BOLETO;2025-04-27;
CNPJ_02493;CNPJ_07426;65;PIX;2025-03-12;
CNPJ_02110;CNPJ_02803;4449;TED;2025-04-28;
CNPJ_01864;CNPJ_05435;482;PIX;2025-03-22;
CNPJ_03669;CNPJ_01864;281;TED;2025-04-09;
CNPJ_01864;CNPJ_08621;679;TED;2025-05-09;
CNPJ_06967;CNPJ_07957;387;PIX;2025-04-08;
CNPJ_05238;CNPJ_09606;329;PIX;2025-03-15;
CNPJ_05238;CNPJ_03230;170;PIX;2025-04-11;
CNPJ_01381;CNPJ_01772;28771;TED;2025-04-23;
CNPJ_05386;CNPJ_06972;12;PIX;2025-04-16;
CNPJ_08803;CNPJ_05963;4355;PIX;2025-05-09;
CNPJ_02959;CNPJ_01380;520;BOLETO;2025-04-08;
CNPJ_02489;CNPJ_05801;526;BOLETO;2025-03-24;
CNPJ_00489;CNPJ_06003;890;PIX;2025-03-01;
CNPJ_08692;CNPJ_01065;2267;TED;2025-03-28;
CNPJ_00615;CNPJ_08692;19311;PIX;2025-05-16;
CNPJ_02551;CNPJ_04312;14892;BOLETO;2025-03-12;
CNPJ_02479;CNPJ_00464;1514;PIX;2025-03-31;
CNPJ_02479;CNPJ_00503;1461;TED;2025-04-19;
CNPJ_00943;CNPJ_04482;421;PIX;2025-04-22;
CNPJ_03420;CNPJ_01332;355;SISTEMICO;2025-04-21;
CNPJ_01752;CNPJ_03420;246;BOLETO;2025-05-22;
CNPJ_01639;CNPJ_04106;99;PIX;2025-04-14;
CNPJ_06442;CNPJ_07432;2250;PIX;2025-04-18;
CNPJ_01542;CNPJ_09715;214;PIX;2025-04-22;
CNPJ_01183;CNPJ_01542;1063;PIX;2025-05-30;
CNPJ_00993;CNPJ_02151;182;PIX;2025-04-22;
CNPJ_07749;CNPJ_03614;145;SISTEMICO;2025-03-23;
CNPJ_07749;CNPJ_08643;233;PIX;2025-04-19;
CNPJ_01911;CNPJ_04114;18812;BOLETO;2025-04-22;
CNPJ_01637;CNPJ_06183;153;TED;2025-03-12;
CNPJ_07959;CNPJ_01637;142;PIX;2025-04-02;
CNPJ_01637;CNPJ_07303;71;PIX;2025-05-02;
CNPJ_01985;CNPJ_02812;4420;PIX;2025-04-16;
CNPJ_01985;CNPJ_04433;14442;PIX;2025-05-29;
CNPJ_01317;CNPJ_09146;324;PIX;2025-03-07;
CNPJ_01207;CNPJ_01317;745;BOLETO;2025-04-27;
CNPJ_02764;CNPJ_01317;360;BOLETO;2025-05-12;
CNPJ_00528;CNPJ_05680;481;PIX;2025-03-11;
CNPJ_02247;CNPJ_05680;648;PIX;2025-04-17;
CNPJ_09498;CNPJ_05680;1576;BOLETO;2025-05-31;
CNPJ_05248;CNPJ_09313;66;PIX;2025-04-27;
CNPJ_01952;CNPJ_04646;17;PIX;2025-04-10;
CNPJ_05185;CNPJ_06666;6236;PIX;2025-03-02;
CNPJ_00677;CNPJ_05185;2004;PIX;2025-05-28;
CNPJ_08512;CNPJ_00599;4500;BOLETO;2025-03-11;
CNPJ_00599;CNPJ_01432;860;PIX;2025-04-17;
CNPJ_00599;CNPJ_07789;1703;BOLETO;2025-05-18;
CNPJ_03168;CNPJ_05062;418;BOLETO;2025-03-25;
CNPJ_03861;CNPJ_05062;676;PIX;2025-05-31;
CNPJ_02909;CNPJ_08885;42;TED;2025-05-23;
CNPJ_08487;CNPJ_02958;75;BOLETO;2025-04-06;
CNPJ_00665;CNPJ_01646;1949;PIX;2025-03-16;
CNPJ_00612;CNPJ_00665;1989;PIX;2025-04-17;
CNPJ_02066;CNPJ_00665;1212;BOLETO;2025-05-14;
CNPJ_00553;CNPJ_03168;34;PIX;2025-05-04;
CNPJ_01752;CNPJ_03209;4875;PIX;2025-03-25;
CNPJ_01752;CNPJ_03008;307;TED;2025-04-07;
CNPJ_01752;CNPJ_05724;12220;PIX;2025-05-26;
CNPJ_01732;CNPJ_02912;204;PIX;2025-05-16;
CNPJ_08666;CNPJ_03054;2368;BOLETO;2025-04-13;
CNPJ_08721;CNPJ_09022;43;PIX;2025-05-04;
CNPJ_02651;CNPJ_03761;33;PIX;2025-05-24;
CNPJ_00640;CNPJ_00480;467;TED;2025-05-20;
CNPJ_02628;CNPJ_09498;2279;PIX;2025-03-21;
CNPJ_02628;CNPJ_09126;655;PIX;2025-05-22;
CNPJ_09961;CNPJ_03396;667;PIX;2025-03-31;
CNPJ_04142;CNPJ_03396;233;PIX;2025-04-29;
CNPJ_08138;CNPJ_03888;15246;PIX;2025-04-19;
CNPJ_02926;CNPJ_02751;7810;SISTEMICO;2025-03-08;
CNPJ_05981;CNPJ_07582;555;PIX;2025-03-16;
CNPJ_07314;CNPJ_01717;179;SISTEMICO;2025-03-30;
CNPJ_04196;CNPJ_00704;540;TED;2025-03-20;
CNPJ_01922;CNPJ_04537;16;PIX;2025-03-09;
CNPJ_04537;CNPJ_01511;60;TED;2025-05-25;
CNPJ_00499;CNPJ_03411;50;SISTEMICO;2025-03-13;
CNPJ_00499;CNPJ_07735;53;PIX;2025-04-06;
CNPJ_00499;CNPJ_03017;20;PIX;2025-05-31;
CNPJ_03649;CNPJ_08643;41;PIX;2025-05-04;
CNPJ_08829;CNPJ_00465;24;PIX;2025-05-20;
CNPJ_02379;CNPJ_04844;1351;BOLETO;2025-03-09;
CNPJ_02379;CNPJ_02694;1306;PIX;2025-04-19;
CNPJ_02209;CNPJ_02379;413;PIX;2025-05-16;
CNPJ_06380;CNPJ_08563;109;PIX;2025-04-29;
CNPJ_02555;CNPJ_05628;7594;PIX;2025-04-10;
CNPJ_00733;CNPJ_07914;84;PIX;2025-04-01;
CNPJ_01144;CNPJ_03095;650;BOLETO;2025-03-22;
CNPJ_02580;CNPJ_03095;988;SISTEMICO;2025-05-15;
CNPJ_04363;CNPJ_00384;3224;SISTEMICO;2025-03-11;
CNPJ_03727;CNPJ_01929;554;PIX;2025-04-21;
CNPJ_08254;CNPJ_03180;150;PIX;2025-05-03;
CNPJ_02651;CNPJ_07583;131;BOLETO;2025-03-14;
CNPJ_07583;CNPJ_09009;149;PIX;2025-05-27;
CNPJ_01646;CNPJ_02531;48112;PIX;2025-03-18;
CNPJ_01820;CNPJ_01646;71303;BOLETO;2025-04-26;
CNPJ_00037;CNPJ_09022;202;PIX;2025-04-29;
CNPJ_01086;CNPJ_00037;72;PIX;2025-05-14;
CNPJ_06892;CNPJ_08343;604;BOLETO;2025-03-05;
CNPJ_01084;CNPJ_09791;91;PIX;2025-03-27;
CNPJ_09791;CNPJ_07839;122;PIX;2025-05-29;
CNPJ_08343;CNPJ_08467;6726;PIX;2025-03-11;
CNPJ_01929;CNPJ_08467;16780;PIX;2025-04-27;
CNPJ_01673;CNPJ_08046;24;BOLETO;2025-04-06;
CNPJ_00490;CNPJ_06251;643;TED;2025-03-23;
CNPJ_06251;CNPJ_03294;247;BOLETO;2025-04-07;
CNPJ_00136;CNPJ_07342;5792;BOLETO;2025-03-31;
CNPJ_02376;CNPJ_05943;8972;PIX;2025-05-03;
CNPJ_00908;CNPJ_09616;1566;PIX;2025-05-26;
CNPJ_00521;CNPJ_07408;826;TED;2025-04-19;
CNPJ_07408;CNPJ_04128;1078;PIX;2025-05-31;
CNPJ_00833;CNPJ_09668;16;PIX;2025-03-06;
CNPJ_04080;CNPJ_03644;210;BOLETO;2025-03-17;
CNPJ_04080;CNPJ_09040;150;PIX;2025-04-19;
CNPJ_03363;CNPJ_04080;296;PIX;2025-05-30;
CNPJ_00043;CNPJ_04496;29752;PIX;2025-03-13;
CNPJ_00043;CNPJ_07426;23391;PIX;2025-04-28;
CNPJ_00258;CNPJ_00043;69702;PIX;2025-05-18;
CNPJ_03622;CNPJ_09099;518;SISTEMICO;2025-03-15;
CNPJ_09099;CNPJ_07262;536;PIX;2025-04-12;
CNPJ_09099;CNPJ_05735;761;TED;2025-05-04;
CNPJ_07689;CNPJ_03422;77;PIX;2025-05-31;
CNPJ_07262;CNPJ_00172;1375;TED;2025-03-18;
CNPJ_01511;CNPJ_00172;2370;PIX;2025-04-12;
CNPJ_07694;CNPJ_02812;150;PIX;2025-03-14;
CNPJ_07694;CNPJ_03445;14;PIX;2025-04-15;
CNPJ_01323;CNPJ_04869;963;BOLETO;2025-04-01;
CNPJ_03349;CNPJ_05838;106382;PIX;2025-03-11;
CNPJ_02076;CNPJ_03207;162;PIX;2025-03-13;
CNPJ_03535;CNPJ_03207;109;PIX;2025-05-09;
CNPJ_03741;CNPJ_06431;237;PIX;2025-04-01;
CNPJ_01752;CNPJ_09306;668;PIX;2025-03-12;
CNPJ_01152;CNPJ_01183;110368;PIX;2025-03-13;
CNPJ_01221;CNPJ_01183;10610;PIX;2025-04-16;
CNPJ_01183;CNPJ_05768;61143;BOLETO;2025-05-24;
CNPJ_03294;CNPJ_04741;154;PIX;2025-03-17;
CNPJ_05116;CNPJ_09153;29758;PIX;2025-03-06;
CNPJ_05116;CNPJ_09552;21874;PIX;2025-04-07;
CNPJ_02083;CNPJ_09713;1535;PIX;2025-05-19;
CNPJ_00266;CNPJ_03327;438;PIX;2025-04-20;
CNPJ_00266;CNPJ_07322;795;PIX;2025-05-23;
CNPJ_01828;CNPJ_03253;88;BOLETO;2025-03-27;
CNPJ_05781;CNPJ_01828;123;PIX;2025-04-11;
CNPJ_01828;CNPJ_01251;261;PIX;2025-05-22;
CNPJ_05955;CNPJ_08450;1301;PIX;2025-03-20;
CNPJ_05955;CNPJ_03671;427;PIX;2025-05-18;
CNPJ_01327;CNPJ_05796;2311;BOLETO;2025-03-26;
CNPJ_02360;CNPJ_06790;264;PIX;2025-03-17;
CNPJ_02591;CNPJ_06790;131;PIX;2025-04-27;
CNPJ_01948;CNPJ_07022;52;PIX;2025-04-23;
CNPJ_02724;CNPJ_01395;629;BOLETO;2025-04-05;
CNPJ_04128;CNPJ_06836;7625;BOLETO;2025-05-15;
CNPJ_00240;CNPJ_03012;72;PIX;2025-03-14;
CNPJ_06426;CNPJ_00240;154;BOLETO;2025-04-16;
CNPJ_00240;CNPJ_04535;216;SISTEMICO;2025-05-27;
CNPJ_00161;CNPJ_01673;666;PIX;2025-03-30;
CNPJ_05539;CNPJ_00161;736;PIX;2025-04-23;
CNPJ_00161;CNPJ_00451;226;BOLETO;2025-05-05;
CNPJ_01815;CNPJ_02661;922;PIX;2025-04-11;
CNPJ_01815;CNPJ_09961;560;PIX;2025-05-12;
CNPJ_02048;CNPJ_07765;240;TED;2025-04-12;
CNPJ_06209;CNPJ_03659;40328;PIX;2025-04-22;
CNPJ_03659;CNPJ_00122;20354;BOLETO;2025-05-14;
CNPJ_02504;CNPJ_06927;146;TED;2025-03-23;
CNPJ_06927;CNPJ_01380;110;PIX;2025-04-08;
CNPJ_09370;CNPJ_00679;98752;PIX;2025-03-12;
CNPJ_01896;CNPJ_03927;929;PIX;2025-05-05;
CNPJ_00698;CNPJ_06693;25;BOLETO;2025-03-12;
CNPJ_06693;CNPJ_03923;50;PIX;2025-05-11;
CNPJ_02410;CNPJ_05620;1346;TED;2025-04-15;
CNPJ_08345;CNPJ_02410;1556;TED;2025-05-12;
CNPJ_01047;CNPJ_03517;731;BOLETO;2025-04-08;
CNPJ_00922;CNPJ_07289;1124;PIX;2025-03-31;
CNPJ_07940;CNPJ_07289;311;PIX;2025-05-24;
CNPJ_01651;CNPJ_03732;107;BOLETO;2025-04-02;
CNPJ_00168;CNPJ_09715;60;PIX;2025-03-15;
CNPJ_00168;CNPJ_02460;87;PIX;2025-04-04;
CNPJ_00522;CNPJ_03340;700;SISTEMICO;2025-04-16;
CNPJ_05495;CNPJ_09089;31414;PIX;2025-03-10;
CNPJ_09089;CNPJ_03506;35676;PIX;2025-05-22;
CNPJ_01900;CNPJ_00272;2116;BOLETO;2025-03-16;
CNPJ_03008;CNPJ_00615;584;PIX;2025-03-31;
CNPJ_02820;CNPJ_03008;864;PIX;2025-04-30;
CNPJ_00546;CNPJ_08400;122;BOLETO;2025-05-31;
CNPJ_00122;CNPJ_01171;1057;BOLETO;2025-03-25;
CNPJ_04177;CNPJ_03888;30;PIX;2025-03-12;
CNPJ_00551;CNPJ_04177;123;PIX;2025-04-24;
CNPJ_00641;CNPJ_05761;199;PIX;2025-03-17;
CNPJ_00641;CNPJ_04333;84;BOLETO;2025-04-24;
CNPJ_02736;CNPJ_02620;280;PIX;2025-05-22;
CNPJ_00615;CNPJ_05235;68;SISTEMICO;2025-05-03;
CNPJ_02658;CNPJ_06229;569;PIX;2025-05-09;
CNPJ_04689;CNPJ_08587;55;PIX;2025-03-05;
CNPJ_04689;CNPJ_09828;186;PIX;2025-04-13;
CNPJ_03426;CNPJ_03671;49;PIX;2025-03-28;
